ID Ticket GENERGY ;ID Ticket OCEANE;App;Description;Acteur;Périmètre ;Statut;Priorité;Actions réalisés;Date d'ouverture;Date de résolution;Durée de résolution;ID Jira
;2607I25600;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_CFT_TRANSFERT / MatchingLine / failed ] : [CFT : transfert(s) en erreur : Part=OPCOHCFT DTSA= IDF=VI1COH01 IDT=G2210055 Diags= - Historique Observabilite It] ;Akram Sahli ;Support VIO;Résolu;P3;Il a été confirmé que le flux COCHISE (Part=OPCOHCFT / IDF=VI1COH01) est décommissionné et qu'il ne transporte plus de trafic depuis plus d'un an. La MOA a été informée. Je l'ai également relancée afin qu'elle procède aux actions nécessaires pour désactiver les envois CFT vers ce partenaire.;22/07/2026;22/07/2026;✅ Résolu en < 1 jour;VIO-4647
;2607I23519;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;22/07/2026;22/07/2026;✅ Résolu en < 1 jour;
;2607G36170;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idCFT_CMD_STR_Transfers_ERROR ] : [CFT : 1 transfert(s) en erreur - dernier: Part=EE04J DTSA=SFK IDF=VIOEE002 IDT=G1618102 Diags=406.] ;Akram Sahli ;Support VIO;Résolu;P3;Depuis le 04/07/2026, un dysfonctionnement affecte le flux (Part=EE04J, IDF=VIOEE002) de l'opérateur 00SOCT. Seuls les fichiers FT ADSL envoyés via le canal Fichier Opérateur ne sont plus transmis, alors que les autres domaines fonctionnent normalement. Le dernier envoi réussi date du 02/07/2026 et 28 fichiers sont actuellement en erreur. Les vérifications du paramétrage du Domaine-Opérateur n'ont révélé aucune anomalie pouvant expliquer ce comportement. un mail est envoyé a MOA pour vérifier le paramétrage.;16/07/2026;21/07/2026;✅ Résolu en 3 jours;
;2607C55340;Vigie;"[VIGIE_VI / [ats_desi_vigie_vi] / [SMC4, BRONZE, SOX] / [ATS-ROBOTS-MIB / StartAlarmService / OWF_VIGIE_VI_MonSi] : [05/07/2026 22:56:49 ; ats-QOS_DESI_EBURO_36 ; StepGen_MonSIp_05_Lancement_Appli ; OWF_VIGIE_VI_MonSi ; MAJOR ; DESI ; VIGIE_VI] ";Mariem Hammami;Support VIO;Résolu;P3;Après analyse, aucun élément anormal n'a été identifié dans les logs Apache (absence d'erreurs, de timeouts ou de redirections). L'activité a repris normalement à partir de 23h45 et aucun nouvel incident n'a été constaté depuis le 05/07/2026. L'incident est considéré comme ponctuel et clôturé en l'absence de récurrence.;05/07/2026;22/07/2026;✅ Résolu en 12 jours;
;2607D12806;Sagic; [SAGIC] / [SMC3, ARGENT] / [OBV_APP_FILE_STRING / MatchingLine / /opt/application/vi1was/current/logs/sagic_servlet.log_SQLException_Servlet ] : [/opt/application/vi1was/current/logs/sagic_servlet.log contain SQLException_Servlet - Historique Observabilite It] ;Mariem Hammami;Support VIO;Résolu;P3;Investigation réalisée : l'erreur est due à la transmission d'une valeur invalide (87 caractères) dans le champ CODE_AGENCE lors de la sauvegarde de l'habilitation CORREC_CMD pour l'utilisateur 21273 (ORA-12899).;05/07/2026;22/07/2026;✅ Résolu en 12 jours;
;2607H96826;Fop ; ACCES DEPOT FICHIER ;Mariem Hammami;Support VIO;Résolu;P3;"Je constate que de nouveaux fichiers ont bien été chargés aujourd'hui. Pourriez-vous me confirmer si le problème est désormais résolu de votre côté ?
";21/07/2026;22/07/2026 00:00;✅ Résolu en 1 jour;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
